CustomerID,Gender,Age,MaritalStatus,AnnualIncome,MembershipStatus,ChannelPreference,LastPurchaseDate,Frequency,AverageOrderValue,RecencyDays,CampaignResponseRate,WebsiteVisitsLastMonth,CartAbandonmentRate,LoyaltyScore,CLV
5870,Male,60,Married,50245.74,Silver,SMS,2025-02-14,13,118.64,57,0.37,13,0.29,88.11,2901.26
5871,Male,49,Widowed,45684.81,Silver,SMS,2025-02-23,8,64.07,48,0.41,15,0.35,68.43,863.3
5872,Male,53,Married,85754.73,Silver,Push Notification,2025-04-05,19,147.11,7,0.49,12,0.31,80.72,5051.29
5873,Female,57,Married,60401.77,Silver,SMS,2025-04-10,4,60.14,2,0.35,17,0.31,60.24,385.47
5874,Other,69,Single,44467.61,Silver,SMS,2025-02-22,13,86.97,49,0.04,12,0.36,71.95,1944.08
5875,Other,30,Widowed,46978.06,Gold,Push Notification,2025-03-29,14,137.72,14,0.52,12,0.49,75.06,3375.3
5876,Other,48,Widowed,73729.27,Platinum,Email,2025-01-22,8,89.91,80,0.18,7,0.41,44.45,1039.0
5877,Male,18,Divorced,75665.25,Gold,SMS,2025-02-09,13,97.36,62,0.3,14,0.16,54.5,1955.48
5878,Other,19,Divorced,61504.66,Silver,Email,2025-04-11,13,134.47,1,0.22,6,0.21,90.45,3329.28
5879,Male,26,Single,52009.95,Gold,Push Notification,2025-03-05,16,97.03,38,0.42,7,0.58,75.26,2720.88
5880,Female,20,Divorced,66991.79,Silver,Social Media,2025-04-08,18,51.32,4,0.23,7,0.21,63.71,1512.29
5881,Male,46,Single,71945.0,Silver,,2025-01-21,13,90.17,81,0.14,11,0.08,83.39,2149.72
5882,Male,61,Married,58084.1,Silver,Social Media,2025-02-20,12,128.93,51,0.25,7,0.48,78.48,2761.37
5883,Male,65,Married,102373.99,Silver,Social Media,2025-02-26,6,133.31,45,0.43,10,0.25,100.0,1599.72
5884,Female,50,Widowed,51285.29,Silver,Push Notification,2025-01-30,11,145.0,72,0.19,6,0.21,74.39,2781.52
5885,Female,45,Married,63776.69,Silver,SMS,2025-02-10,10,44.5,61,0.29,11,0.38,84.1,819.24
5886,Other,43,Married,66096.47,Gold,SMS,2025-03-11,14,41.28,32,0.17,15,0.63,70.8,987.09
5887,Male,31,Married,52015.51,Silver,Social Media,2025-03-26,9,130.63,17,0.4,11,0.22,67.44,1968.54
5888,Female,25,Single,70751.86,Silver,Email,2025-02-03,10,113.95,68,0.45,10,0.41,48.83,1695.92
5889,Male,50,Single,70803.76,Silver,Social Media,2025-01-27,13,97.68,75,0.11,10,0.13,86.33,2366.09
5890,Female,29,Widowed,96575.8,Gold,Email,2025-02-11,10,66.33,60,0.25,15,0.09,78.44,1183.59
5891,Other,31,Widowed,67281.84,Platinum,Social Media,2025-04-07,9,30.96,5,0.4,7,0.24,72.53,480.74
5892,Male,28,Widowed,53530.66,Platinum,SMS,2025-04-05,13,96.93,7,0.2,12,0.25,87.95,2368.34
5893,Female,25,Divorced,59139.71,Platinum,Social Media,2025-01-28,18,33.76,74,0.31,7,0.25,70.19,1034.21
5894,Male,24,Single,53459.03,Silver,Social Media,2025-03-30,8,35.06,13,0.34,8,0.47,64.41,461.14
5895,Male,44,Single,56497.67,Silver,SMS,2025-01-20,12,49.62,82,0.27,9,0.34,81.22,1079.06
5896,Male,68,Divorced,44488.12,Platinum,SMS,2025-04-10,6,112.28,2,0.34,13,0.2,58.99,1071.08
5897,Male,54,Single,73279.6,Silver,SMS,2025-03-21,10,97.55,22,0.11,13,0.14,60.63,1566.95
5898,Male,40,Married,64165.1,Gold,Push Notification,2025-01-17,14,131.95,85,0.05,10,0.15,43.26,2646.44
5899,Male,24,Single,51431.19,Silver,SMS,2025-01-27,14,61.38,75,0.1,10,0.32,66.46,1430.42
5900,Male,45,Married,75581.97,Silver,Social Media,2025-01-30,11,121.61,72,0.21,8,0.41,69.61,2268.89
5901,Male,67,Widowed,34347.95,Platinum,Push Notification,2025-04-11,11,55.92,1,0.33,9,0.33,74.74,1074.86
5902,Female,27,Widowed,45401.81,Gold,Email,2025-01-22,18,64.01,80,0.08,5,0.25,68.13,1937.16
5903,Female,65,Widowed,50200.39,Silver,Social Media,2025-03-17,11,47.57,26,0.36,9,0.7,87.34,980.29
5904,Female,49,Single,45009.62,Gold,SMS,2025-03-22,16,88.47,21,0.15,7,0.39,81.24,2565.49
5905,Female,19,Single,50950.32,Silver,SMS,2025-04-04,14,33.96,8,0.49,11,0.31,45.17,690.2
5906,Other,54,Widowed,45353.71,Silver,Push Notification,2025-03-23,13,37.95,20,0.43,8,0.34,80.13,888.67
5907,Other,66,Married,48579.82,Silver,Email,2025-04-08,15,47.72,4,0.15,7,0.2,81.86,1301.75
5908,Male,26,Married,44693.2,Silver,Email,2025-03-21,14,31.89,22,0.5,8,0.21,78.68,797.73
5909,Other,65,Divorced,26854.94,Silver,Social Media,2025-01-18,10,95.89,84,0.12,13,0.27,33.17,1276.97
5910,Other,61,Divorced,86433.85,Platinum,SMS,2025-02-03,15,,68,0.12,11,0.12,59.85,1635.03
5911,Male,33,Widowed,47819.93,Silver,SMS,2025-02-09,16,38.03,62,0.1,9,0.41,72.19,1047.74
5912,Female,43,Single,64907.24,Platinum,Email,2025-02-22,10,49.68,49,0.11,9,0.24,85.48,921.46
5913,Male,36,Single,51311.0,Silver,Email,2025-02-10,15,77.64,61,0.23,19,0.28,81.61,2115.03
5914,Male,52,Widowed,78645.69,Platinum,Email,2025-02-23,12,93.4,48,0.18,9,0.22,100.0,2241.6
5915,,49,Divorced,72403.29,Platinum,Push Notification,2025-03-06,13,118.13,37,0.25,10,0.19,71.72,2637.09
5916,Other,57,Single,42313.09,Gold,Email,2025-03-13,16,143.9,30,0.28,11,0.29,63.32,3760.28
5917,Female,56,Single,36034.68,Platinum,Push Notification,2025-02-21,19,98.78,50,0.38,8,0.31,90.34,3572.34
5918,Female,65,Single,69807.77,Platinum,SMS,2025-03-24,11,109.77,19,0.14,8,0.19,100.0,2414.94
5919,Other,45,Married,88281.56,Silver,Social Media,2025-01-24,17,68.19,78,0.24,9,0.49,78.16,2065.28
5920,Other,59,Divorced,90434.58,Silver,Social Media,2025-02-20,11,104.53,51,0.36,14,0.41,87.82,2159.61
5921,Other,58,Single,60087.42,Gold,SMS,2025-03-29,11,33.03,14,0.03,11,0.04,67.43,608.32
5922,Male,22,Married,63587.88,Platinum,Push Notification,2025-01-14,12,146.99,88,0.43,9,0.12,73.56,3061.39
5923,Other,23,Divorced,48148.22,Silver,Push Notification,2025-02-17,4,134.45,54,0.06,12,0.45,96.62,1057.42
5924,Male,60,Married,80055.54,Silver,Social Media,2025-01-29,11,129.69,73,0.26,14,0.13,74.56,2490.26
5925,Male,37,Married,61858.58,Silver,SMS,2025-03-28,15,76.7,15,0.12,6,0.38,64.61,1893.84
5926,Female,43,Divorced,28200.58,Gold,Social Media,2025-02-15,16,60.16,56,0.35,6,0.43,79.59,1728.66
5927,Other,36,Widowed,49314.46,Platinum,SMS,2025-01-23,9,38.77,79,0.14,9,0.19,60.01,558.32
5928,Male,66,Single,69516.03,Gold,SMS,2025-02-09,12,54.78,62,0.56,8,0.42,76.74,1161.82
5929,Male,69,Divorced,52191.57,Silver,Push Notification,2025-03-28,13,113.64,15,0.47,11,0.26,77.01,2615.0
5930,Male,38,Divorced,43925.93,Gold,Push Notification,2025-04-04,13,104.44,8,0.52,5,0.13,78.65,2425.57
5931,Other,21,Divorced,67852.85,Silver,Push Notification,2025-02-13,14,96.33,58,0.51,11,0.03,68.99,2279.03
5932,Male,55,Married,81586.03,Silver,Social Media,2025-01-29,12,87.48,73,0.42,11,0.21,99.43,2093.54
5933,Other,37,Widowed,93177.55,Platinum,Social Media,2025-01-18,9,123.57,84,0.16,9,0.52,100.0,2224.26
5934,Male,53,Divorced,76364.52,Silver,Push Notification,2025-03-22,7,55.96,21,0.1,11,0.24,81.61,711.4
5935,Female,44,Divorced,46625.41,Gold,SMS,2025-03-17,13,34.43,26,0.4,11,0.31,56.36,699.85
5936,Female,33,Widowed,68952.11,Gold,SMS,2025-03-25,8,43.69,18,0.38,6,0.1,89.86,663.6
5937,Male,23,Divorced,41736.51,Gold,Social Media,2025-03-27,13,76.0,16,0.24,8,0.49,70.72,1686.71
5938,Male,32,Widowed,77230.94,Platinum,Push Notification,2025-03-17,15,149.95,26,0.29,11,0.18,86.69,4199.12
5939,Female,51,Married,41675.35,Silver,Social Media,2025-01-24,12,45.45,78,0.38,12,0.46,78.84,975.39
5940,Other,52,Married,50782.44,Silver,Email,2025-03-16,11,118.65,27,0.21,10,0.19,82.98,2388.16
5941,Female,57,Divorced,42289.42,Gold,SMS,2025-01-21,9,80.67,81,0.43,9,0.29,43.86,1044.47
5942,Other,42,Married,25665.64,Silver,Social Media,2025-03-08,13,52.9,35,0.39,7,0.24,91.7,1318.32
5943,Other,53,Married,62417.26,Silver,Social Media,2025-04-11,16,48.85,1,0.33,14,0.49,85.42,1449.24
5944,Male,44,Single,43301.62,Silver,Push Notification,2025-03-05,11,115.74,38,0.27,13,0.24,83.79,2339.9
5945,Male,21,Single,79637.56,Silver,Social Media,2025-02-26,13,35.85,45,0.3,13,0.3,81.51,845.93
5946,Female,24,Widowed,49466.09,Silver,SMS,2025-01-16,10,111.46,86,0.21,13,0.16,75.67,1958.02
5947,Female,28,Married,74486.38,Gold,SMS,2025-02-25,13,,46,0.1,18,0.19,78.06,1010.86
5948,Other,37,Divorced,74082.0,Gold,SMS,2025-03-03,13,68.75,40,0.16,3,0.26,53.3,1370.12
5949,Male,59,Widowed,72731.37,Silver,Social Media,2025-02-09,15,58.2,62,0.14,17,0.06,80.32,1574.19
5950,Other,39,Divorced,55284.22,Gold,Email,2025-03-19,14,57.23,24,0.19,6,0.35,69.85,1360.87
5951,Other,39,Divorced,41904.69,Silver,SMS,2025-03-17,8,137.02,26,0.19,9,0.05,59.13,1744.32
5952,Other,45,Single,65452.14,Silver,Email,2025-02-06,16,91.08,65,0.54,9,0.19,74.31,2540.18
5953,Male,48,Divorced,62810.36,Gold,SMS,2025-03-01,12,38.74,42,0.1,7,0.32,100.0,929.76
5954,Other,42,Married,56081.6,Silver,Email,2025-02-02,7,137.53,69,0.36,13,0.1,90.84,1837.24
5955,Male,37,Married,53217.3,Silver,SMS,2025-03-07,13,82.08,36,0.23,7,0.39,76.85,1887.06
5956,Male,65,Divorced,71446.41,Gold,Email,2025-04-05,12,107.03,7,0.36,13,0.24,80.32,2315.96
5957,Other,60,Divorced,39065.79,Gold,Push Notification,2025-03-06,9,81.97,37,0.06,8,0.25,66.32,1226.99
5958,Other,20,Widowed,63765.29,Gold,Push Notification,2025-04-03,15,37.51,9,0.1,11,0.43,100.0,1125.3
5959,Female,65,Single,67372.43,Silver,Email,2025-03-11,16,42.96,32,0.12,12,0.36,67.66,1152.43
5960,Other,39,Divorced,56371.45,Silver,Email,2025-02-27,11,142.26,44,0.22,10,0.45,88.03,2942.41
5961,Female,22,Divorced,81193.96,Platinum,SMS,2025-02-07,16,59.89,64,0.08,17,0.33,66.78,1598.15
5962,Other,28,Single,105076.9,Silver,Push Notification,2025-03-10,12,47.38,33,0.31,12,0.32,100.0,1137.12
5963,Male,29,Widowed,82094.4,Gold,Push Notification,2025-01-26,13,84.79,76,0.18,14,0.54,100.0,2204.54
5964,Male,20,Divorced,56041.6,Gold,Push Notification,2025-03-22,21,88.89,21,0.37,12,0.15,74.67,3260.55
5965,Other,18,Widowed,61151.06,Silver,Push Notification,2025-02-03,13,134.35,68,0.12,13,0.54,61.58,2822.08
5966,Other,56,Divorced,36448.89,Platinum,Email,2025-01-25,15,38.59,77,0.43,8,0.07,63.2,944.68
5967,Other,31,Widowed,43764.83,Gold,SMS,2025-04-04,8,95.56,8,0.35,9,0.51,82.64,1396.25
5968,Female,26,Married,72003.65,Silver,SMS,2025-03-03,12,55.47,40,0.5,9,0.4,63.44,1087.92
5969,Other,64,Widowed,55899.19,Platinum,SMS,2025-03-11,13,113.29,32,0.5,14,0.15,79.58,2644.8
5970,Male,48,Married,50743.18,Silver,Social Media,2025-03-28,8,45.56,15,0.24,7,0.16,57.53,574.17
5971,Other,62,Single,62371.58,Silver,SMS,2025-04-07,13,67.99,5,0.49,10,0.19,66.25,1469.43
5972,Other,50,Divorced,61776.62,Gold,Email,2025-03-10,7,67.22,33,0.19,11,0.1,68.22,791.54
5973,Female,39,Widowed,66385.56,Platinum,Email,2025-01-12,16,133.19,90,0.42,12,0.59,58.72,3382.39
5974,Male,46,Widowed,67738.37,Platinum,Push Notification,2025-03-10,7,107.99,33,0.61,7,0.29,63.73,1237.68
5975,Male,37,Widowed,73604.29,Gold,Social Media,2025-01-22,15,134.3,80,0.49,8,0.41,80.21,3630.33
5976,Other,33,Single,46745.22,Gold,SMS,2025-01-15,8,,87,0.18,9,0.14,100.0,1902.24
5977,Male,63,Single,36681.95,Silver,Push Notification,2025-04-04,18,58.05,8,0.18,13,0.25,57.08,1641.33
5978,Female,35,Widowed,61697.92,Silver,SMS,2025-02-18,11,88.41,53,0.34,10,0.53,86.55,1814.22
5979,Other,62,Single,60129.66,Silver,Social Media,2025-02-18,14,147.11,53,0.52,11,0.33,51.03,3110.52
5980,Male,26,Married,51211.45,Gold,SMS,2025-03-22,12,56.17,21,0.17,10,0.38,84.2,1241.58
5981,Other,40,Widowed,77339.56,Silver,Email,2025-02-02,12,128.31,69,0.28,11,0.17,92.75,2967.81
5982,Male,42,Divorced,82625.84,Gold,Social Media,2025-03-30,6,74.62,13,0.41,5,0.31,88.21,842.65
5983,Male,29,Divorced,75029.52,Silver,SMS,2025-03-22,14,54.19,21,0.08,7,0.45,77.81,1348.97
5984,Other,41,Single,68841.73,Platinum,SMS,2025-03-26,10,55.6,17,0.02,8,0.29,93.13,1073.8
5985,Female,25,Married,61267.44,Gold,Email,2025-01-15,13,43.29,87,0.52,9,0.39,50.75,848.38
5986,Male,24,Widowed,79821.19,Silver,Push Notification,2025-02-02,8,46.83,69,0.65,10,0.22,87.28,701.63
5987,Male,69,Widowed,68503.82,Platinum,SMS,2025-03-03,14,44.17,40,0.51,10,0.31,88.24,1164.04
5988,Male,21,Married,62637.07,Platinum,SMS,2025-02-06,15,132.06,65,0.57,7,0.64,69.62,3360.0
5989,Other,62,Widowed,52638.87,Gold,SMS,2025-01-28,16,100.04,74,0.1,10,0.33,85.23,2964.87
5990,Male,69,Widowed,72092.51,Gold,Email,2025-02-21,11,,50,0.21,11,0.32,62.01,2066.89
5991,Other,64,Divorced,80529.37,Gold,Push Notification,2025-03-18,18,63.81,25,0.37,8,0.19,100.0,2297.16
5992,Male,63,Widowed,95189.72,Gold,SMS,2025-02-28,14,55.15,43,0.35,12,0.37,63.32,1260.99
5993,Female,67,Divorced,84064.06,Platinum,Email,2025-04-03,12,105.11,9,0.24,11,0.3,87.97,2370.9
5994,Male,28,Single,66957.97,Silver,SMS,2025-03-05,8,105.38,38,0.46,8,0.35,60.74,1355.1
5995,Male,34,Married,48552.49,Gold,SMS,2025-03-05,12,85.6,38,0.2,15,0.18,72.68,1773.77
5996,Male,32,Married,45719.23,Silver,SMS,2025-02-13,17,72.62,58,0.62,6,0.3,82.42,2252.05
5997,Female,54,Single,67871.59,Gold,Social Media,2025-01-19,8,71.98,83,0.15,6,0.08,52.44,877.81
5998,Other,45,Single,56774.68,Gold,Push Notification,2025-02-12,14,62.26,59,0.26,4,0.29,85.28,1614.97
5999,Female,56,Widowed,70081.66,Silver,Email,2025-01-13,14,82.89,89,0.82,7,0.43,97.67,2293.88
6000,,31,Divorced,61523.68,Platinum,SMS,2025-03-12,15,33.07,31,0.49,5,0.07,93.54,960.06
6001,Male,18,Single,59713.55,Platinum,Social Media,2025-02-09,7,75.6,62,0.25,15,0.51,71.91,909.75
6002,Male,60,Single,78652.22,Gold,Push Notification,2025-01-18,11,124.77,84,0.35,11,0.37,63.15,2239.18
6003,Other,42,Widowed,63644.38,Platinum,Email,2025-03-13,15,87.0,30,0.17,14,0.3,62.12,2115.67
6004,Female,40,Single,87715.07,Silver,Push Notification,2025-02-18,14,109.56,53,0.1,8,0.38,80.49,2768.43
6005,Other,68,Married,72958.9,Gold,Social Media,2025-01-28,13,112.28,74,0.2,14,0.32,63.5,2386.51
6006,Female,27,Widowed,80576.78,Silver,Email,2025-03-02,15,63.03,41,0.54,11,0.34,55.28,1468.09
6007,Other,24,Married,76682.87,Gold,Push Notification,2025-01-14,15,89.17,88,0.42,12,0.41,62.12,2168.44
6008,Female,68,Widowed,50538.37,Gold,SMS,2025-03-23,10,103.04,20,0.11,16,0.04,56.23,1609.79
6009,Other,32,Divorced,72553.68,Gold,Email,2025-01-22,13,115.61,80,0.09,7,0.32,56.19,2347.43
6010,Male,45,Divorced,68939.3,Gold,Social Media,2025-01-23,13,77.63,79,0.02,18,0.21,87.79,1895.16
6011,Other,35,Married,74168.89,Silver,SMS,2025-03-07,14,112.0,36,0.18,7,0.27,85.53,2909.11
6012,Other,36,Divorced,64481.32,Gold,,2025-02-27,14,138.9,44,0.07,7,0.37,81.74,3534.12
6013,Female,54,Divorced,56164.18,Platinum,Email,2025-04-11,16,120.55,1,0.42,11,0.32,67.05,3222.06
6014,Female,21,Divorced,35401.46,Gold,SMS,2025-02-10,6,102.37,61,0.1,12,0.36,79.95,1105.29
6015,Other,28,Widowed,56685.04,Gold,Social Media,2025-03-17,11,72.99,26,0.74,6,0.22,62.54,1305.02
6016,Male,30,Widowed,61918.21,Gold,Push Notification,2025-03-31,12,105.2,12,0.23,9,0.2,71.21,2161.36
6017,Female,20,Single,46706.64,Gold,Push Notification,2025-04-04,11,138.82,8,0.2,7,0.38,100.0,3054.04
6018,Female,62,Widowed,38293.94,Silver,Social Media,2025-02-23,11,120.94,48,0.39,7,0.07,76.74,2351.24
6019,Other,44,Divorced,57479.38,Gold,Email,2025-02-10,10,85.38,61,0.42,13,0.1,54.28,1317.24
6020,Other,25,Married,88537.47,Platinum,Social Media,2025-02-11,13,109.03,60,0.08,21,0.23,85.73,2632.52
6021,Male,39,Widowed,76402.73,Gold,Social Media,2025-03-16,11,72.1,27,0.33,7,0.11,81.52,1439.64
6022,Female,27,Divorced,46167.21,Silver,Email,2025-03-24,15,50.21,19,0.16,10,0.37,66.1,1250.98
6023,Female,31,Divorced,70362.22,Platinum,Email,2025-03-28,11,76.31,15,0.42,12,0.13,80.1,1511.78
6024,Female,34,Divorced,49605.29,Silver,SMS,2025-03-31,10,52.82,12,0.31,8,0.34,76.27,931.06
6025,Other,51,Widowed,58792.86,Platinum,Social Media,2025-01-28,15,54.51,74,0.08,7,0.11,76.51,1443.23
6026,Male,22,Single,47327.02,Platinum,Email,2025-01-13,10,122.44,89,0.62,13,0.26,74.26,2133.64
6027,Male,34,Widowed,71327.69,Silver,Push Notification,2025-01-26,14,128.42,76,0.21,9,0.43,82.33,3278.07
6028,,52,Widowed,67609.93,Gold,Email,2025-04-10,9,47.38,2,0.03,11,0.25,43.78,613.11
6029,Male,62,Married,70166.75,Silver,Social Media,2025-03-11,12,72.89,32,0.45,12,0.26,78.75,1563.49
6030,Female,23,Single,79779.05,Platinum,Email,2025-01-26,13,93.03,76,0.34,6,0.39,76.89,2139.29
6031,Other,37,Married,46763.33,Platinum,Email,2025-03-16,9,38.69,27,0.14,12,0.06,96.9,685.63
6032,Female,27,Widowed,38252.4,Silver,SMS,2025-02-02,8,117.21,69,0.37,8,0.46,69.4,1588.43
6033,Other,62,Widowed,74186.72,Silver,Email,2025-01-20,8,94.66,82,0.19,13,0.17,58.53,1200.52
6034,Other,54,Divorced,,Gold,SMS,2025-04-06,15,128.28,6,0.03,12,0.31,72.24,3314.24
6035,Male,42,Married,69662.0,Platinum,Push Notification,2025-03-02,17,106.96,41,0.25,7,0.53,78.22,3240.61
6036,Female,55,Single,65895.51,Silver,SMS,2025-01-16,15,114.72,86,0.11,18,0.57,69.78,2921.57
6037,Male,53,Divorced,43321.54,Gold,Push Notification,2025-02-06,14,69.56,65,0.11,11,0.5,90.5,1855.17
6038,Male,43,Divorced,70997.82,Gold,Email,2025-02-20,12,77.16,51,0.1,6,0.2,78.7,1654.62
6039,Female,45,Widowed,62341.1,Silver,Social Media,2025-01-30,11,142.2,72,0.37,8,0.37,90.77,2984.02
6040,Other,24,Married,44705.57,Platinum,Social Media,2025-02-21,14,112.68,50,0.36,12,0.23,55.85,2458.56
6041,Female,41,Widowed,62818.46,Gold,Push Notification,2025-04-08,12,101.62,4,0.11,10,0.25,87.05,2280.96
6042,Other,69,Single,83982.48,Gold,Push Notification,2025-01-30,15,109.31,72,0.19,9,0.19,69.39,2777.4
6043,Male,21,Widowed,60317.46,Platinum,Email,2025-02-27,16,47.29,44,0.23,5,0.33,91.34,1447.75
6044,Male,45,Single,47508.72,Gold,SMS,2025-02-20,8,46.14,51,0.39,9,0.2,60.42,592.14
6045,Female,29,Divorced,42682.41,Platinum,Email,2025-01-22,11,149.66,80,0.24,6,0.2,66.9,2747.61
6046,Male,19,Married,95555.83,Silver,Social Media,2025-03-06,14,67.05,37,0.22,6,0.3,69.77,1593.63
6047,Female,20,Divorced,51375.19,Silver,Email,2025-03-15,9,98.04,28,0.21,10,0.16,69.03,1491.45
6048,Female,39,Widowed,55954.9,Silver,Social Media,2025-01-24,9,128.6,78,0.19,7,0.27,66.02,1921.52
6049,Female,55,Widowed,63183.28,Platinum,Social Media,2025-03-31,18,89.41,12,0.57,13,0.57,66.69,2682.68
6050,Male,47,Divorced,92119.42,Platinum,Push Notification,2025-04-02,13,117.48,10,0.26,6,0.21,51.36,2311.63
6051,Male,52,Married,49430.39,Silver,Social Media,2025-01-25,9,30.16,77,0.29,14,0.18,72.63,468.59
6052,Other,48,Widowed,46341.57,Platinum,SMS,2025-02-27,8,82.61,44,0.1,15,0.13,87.86,1241.53
6053,Female,63,Widowed,83351.51,Platinum,SMS,2025-02-13,12,73.01,58,0.28,14,0.12,48.81,1303.75
6054,Male,60,Single,71743.17,Gold,Social Media,2025-03-03,13,83.85,40,0.18,11,0.21,69.7,1849.81
6055,Male,50,Married,51858.64,Platinum,Social Media,2025-03-10,11,68.55,33,0.23,10,0.34,77.94,1341.76
6056,Female,42,Single,38930.82,Silver,Social Media,2025-03-09,13,110.75,34,0.25,13,0.18,58.65,2284.16
6057,Female,34,Widowed,50612.07,Silver,Social Media,2025-02-22,16,134.53,49,0.26,9,0.51,100.0,4304.96
6058,Other,18,Divorced,30957.2,Silver,SMS,2025-02-26,18,,45,0.18,11,0.56,68.76,1882.15
6059,Other,30,Widowed,69908.33,Silver,Email,2025-03-25,15,71.46,18,0.46,10,0.37,57.33,1686.42
6060,Male,19,Married,59694.01,Silver,Push Notification,2025-01-28,13,87.58,74,0.17,10,0.34,91.91,2184.97
6061,Male,56,Married,40559.55,Silver,Social Media,2025-02-10,13,60.43,61,0.17,14,0.15,65.99,1304.0
6062,Male,56,Single,70466.32,Silver,Email,2025-03-02,8,72.88,41,0.18,10,0.28,92.07,1119.84
6063,Male,29,Married,29285.62,Silver,SMS,2025-03-22,10,38.03,21,0.42,11,0.19,60.0,608.48
6064,Male,69,Single,60862.06,Platinum,Push Notification,2025-04-11,11,89.09,1,0.03,7,0.6,57.28,1541.33
6065,Male,26,Married,40851.01,Gold,Push Notification,2025-03-22,8,120.52,21,0.32,13,0.33,75.97,1696.63
6066,Female,68,Married,61301.63,Gold,Social Media,2025-02-21,17,140.5,50,0.24,8,0.31,93.08,4611.72
6067,Other,22,Married,68990.12,Gold,Social Media,2025-01-18,10,119.53,84,0.38,13,0.21,79.0,2139.59
6068,Other,56,Divorced,,Gold,SMS,2025-04-05,11,77.97,7,0.23,9,0.25,70.13,1459.15
6069,Male,38,Divorced,63839.14,Silver,Social Media,2025-01-16,7,39.47,86,0.27,10,0.45,69.22,467.54
6070,Male,65,Divorced,30501.44,Silver,Email,2025-01-22,11,148.08,80,0.31,4,0.3,95.15,3178.76
6071,Other,19,Divorced,74975.67,Gold,Email,2025-01-16,11,87.67,86,0.16,9,0.17,95.53,1885.63
6072,Female,34,Single,53924.34,Silver,Email,2025-01-20,15,83.12,82,0.42,7,0.1,90.44,2374.41
6073,Other,22,Single,55709.07,Silver,Email,2025-03-25,16,75.16,18,0.2,6,0.17,80.28,2167.98
6074,Female,49,Widowed,53078.92,Gold,Social Media,2025-03-14,11,65.19,29,0.06,9,0.41,67.11,1198.33
6075,Female,38,Married,67918.64,Platinum,SMS,2025-02-25,20,117.66,46,0.21,6,0.42,96.61,4626.63
6076,Female,58,Married,56108.09,Silver,Social Media,2025-03-05,10,61.05,38,0.37,5,0.32,100.0,1221.0
6077,Male,61,Widowed,62010.73,Silver,Social Media,2025-03-08,12,128.07,35,0.31,13,0.34,73.18,2661.5
6078,Other,30,Widowed,68158.17,Silver,Social Media,2025-03-24,17,97.35,19,0.5,10,0.41,58.76,2627.4
6079,Other,26,Married,59120.42,Silver,SMS,2025-03-22,13,46.97,21,0.51,6,0.46,67.56,1023.14
6080,Female,46,Single,53208.89,Silver,Email,2025-02-18,6,88.08,53,0.23,11,0.38,84.87,977.0
6081,Other,68,Married,66966.31,Gold,Email,2025-01-18,10,82.56,84,0.41,11,0.32,79.33,1480.55
6082,Other,63,Married,75835.23,Silver,SMS,2025-03-04,11,79.16,39,0.22,10,0.63,79.49,1562.93
6083,Female,22,Single,55821.95,Gold,SMS,2025-01-15,10,65.89,87,0.07,5,0.3,92.52,1268.51
6084,Other,20,Single,95237.62,Silver,SMS,2025-03-30,11,31.62,13,0.26,9,0.35,36.63,475.23
6085,Female,69,Widowed,73175.49,Silver,Social Media,2025-02-21,9,115.41,50,0.22,11,0.38,83.93,1910.46
6086,Other,50,Widowed,63080.29,Silver,Email,2025-03-27,10,112.15,16,0.24,8,0.47,91.23,2144.64
6087,Female,56,Married,62042.55,Silver,Social Media,2025-01-31,13,68.11,71,0.52,12,0.61,94.05,1718.18
6088,Female,61,Divorced,43590.93,Platinum,SMS,2025-03-07,12,60.57,36,0.07,7,0.36,89.94,1380.56
6089,Female,34,Married,47691.0,Gold,Email,2025-03-28,12,37.03,15,0.16,10,0.39,57.99,702.04
6090,Male,51,Single,73733.03,Silver,Push Notification,2025-01-25,11,141.66,77,0.47,1,0.52,59.8,2490.1
6091,Male,30,Divorced,30049.07,Silver,Push Notification,2025-01-30,17,70.69,72,0.38,7,0.61,69.88,2041.5
6092,Female,27,Single,59317.84,Gold,Push Notification,2025-01-22,14,61.69,80,0.27,15,0.18,71.49,1481.09
6093,Other,54,Widowed,49589.38,Platinum,Push Notification,2025-03-01,11,50.27,42,0.16,14,0.33,67.93,928.6
6094,Other,20,Single,55501.17,Platinum,SMS,2025-01-20,11,55.56,82,0.15,9,0.16,87.05,1143.17
6095,Male,45,Widowed,80632.33,Silver,Social Media,2025-01-23,13,73.77,79,0.55,14,0.22,99.06,1909.01
6096,Female,35,Widowed,64073.91,Silver,Social Media,2025-01-23,10,100.52,79,0.49,18,0.44,87.71,1886.86
6097,Male,69,Single,42766.53,Gold,Email,2025-04-01,8,138.44,11,0.2,10,0.36,100.0,2215.04
6098,Male,66,Divorced,51063.23,Gold,Email,2025-04-11,13,75.68,1,0.43,5,0.13,66.14,1634.55
6099,Other,22,Married,53754.09,Platinum,Social Media,2025-03-23,13,101.44,20,0.22,7,0.14,74.67,2303.41
6100,Male,62,Single,64981.87,Gold,Push Notification,2025-04-05,15,104.43,7,0.11,8,0.36,80.9,2833.71
6101,,63,Divorced,93446.27,Platinum,SMS,2025-02-01,13,93.5,70,0.29,6,0.18,72.06,2091.39
6102,Other,20,Divorced,65344.89,Silver,Social Media,2025-03-31,10,116.86,12,0.69,12,0.21,72.39,2014.55
